"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"307","Raycast","18 · Dev Productivity & Terminal (Windows-aware)","Launchers","Launcher","https://www.raycast.com","","","—","FREEMIUM","Free; Pro subscription for AI/sync","Extensible launcher with clipboard history, snippets, window management and AI; Windows version available.","A command palette for your whole computer.","Mac users (Windows version is newer)","Any stack","macOS / Windows","Download","Low","🔍 Explore","Check Windows feature parity before switching from Flow Launcher.","Your computer's command palette.",""
"308","Scoop","18 · Dev Productivity & Terminal (Windows-aware)","Package managers","Package manager","https://github.com/ScoopInstaller/Scoop","ScoopInstaller/Scoop","24,665","🟠 Quiet · last commit august 2025","FREE (open source)","Open source (Unlicense/MIT)","Command-line installer for Windows dev tools, no admin rights needed.","Install every CLI tool below in one line and script a new machine.","Windows developers","Any stack","Windows (native)","irm get.scoop.sh | iex","Low","🚀 Add now","scoop export > scoopfile.json = your dev environment as code.","brew install, but on Windows.",""
"309","winget","18 · Dev Productivity & Terminal (Windows-aware)","Package managers","Package manager","https://github.com/microsoft/winget-cli","microsoft/winget-cli","26,431","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT); built into Windows","Microsoft's official package manager.","GUI apps and system tools from one command.","Windows users","Any stack","Windows (native)","winget install <package>","Low","🚀 Add now","winget for apps, scoop for CLI tools.","You never need an installer .exe again.",""
"310","Oh My Posh","18 · Dev Productivity & Terminal (Windows-aware)","Shell","Prompt","https://github.com/JanDeDobbeleer/oh-my-posh","JanDeDobbeleer/oh-my-posh","23,471","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Prompt theme engine with git status and runtime info; first-class PowerShell support.","See branch, dirty state and versions at a glance.","PowerShell users","Any stack","Windows / macOS / Linux","winget install JanDeDobbeleer.OhMyPosh","Low","🔍 Explore","Needs a Nerd Font.","Make PowerShell beautiful.",""
"311","Starship","18 · Dev Productivity & Terminal (Windows-aware)","Shell","Prompt","https://github.com/starship/starship","starship/starship","59,930","🟢 Active · last commit yesterday","FREE (open source)","Open source (ISC)","Minimal, blazing-fast cross-shell prompt.","Same prompt in PowerShell, WSL and servers.","Multi-shell users","Any stack","Windows / macOS / Linux","winget install Starship.Starship","Low","🔍 Explore","One config file across every machine.","One prompt everywhere.",""
"312","lazygit","18 · Dev Productivity & Terminal (Windows-aware)","Git","TUI","https://github.com/jesseduffield/lazygit","jesseduffield/lazygit","82,425","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","Terminal UI for git: stage hunks, interactive rebase, resolve conflicts with keys.","Review what an agent changed, hunk by hunk, in seconds.","Anyone reviewing AI diffs","Any stack","Windows / macOS / Linux","winget install JesseDuffield.lazygit","Low","🚀 Add now","Stage by hunk to split an agent's big change into clean commits.","Git, but you can actually see it.",""
"313","lazydocker","18 · Dev Productivity & Terminal (Windows-aware)","Docker","TUI","https://github.com/jesseduffield/lazydocker","jesseduffield/lazydocker","52,854","🟡 Slower · last commit april 2026","FREE (open source)","Open source (MIT)","Terminal UI for containers, logs, stats and compose.","Logs and restarts without remembering docker flags.","Docker users","Any stack","Windows / macOS / Linux","scoop install lazydocker","Low","🚀 Add now","Run it over SSH on your VPS.","Docker without memorising commands.",""
"314","GitHub CLI","18 · Dev Productivity & Terminal (Windows-aware)","Git","CLI tool","https://github.com/cli/cli","cli/cli","46,309","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","GitHub from the terminal: PRs, issues, releases, Actions, API.","Agents use gh to open PRs and read CI results themselves.","Everyone on GitHub","Any stack","Windows / macOS / Linux","winget install GitHub.cli","Low","🚀 Add now","Claude Code is far more capable once gh is authenticated.","The CLI your AI agent needs most.",""
"315","delta","18 · Dev Productivity & Terminal (Windows-aware)","Git","CLI tool","https://github.com/dandavison/delta","dandavison/delta","32,213","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Syntax-highlighted pager for git diff and grep output.","Readable diffs with side-by-side view.","Diff readers","Any stack","Windows / macOS / Linux","scoop install delta","Low","🔍 Explore","Set as core.pager in gitconfig.","Diffs you can read.",""
"316","GitButler","18 · Dev Productivity & Terminal (Windows-aware)","Git","Desktop app","https://github.com/gitbutlerapp/gitbutler","gitbutlerapp/gitbutler","21,668","🟢 Active · last commit today","FREE (open source)","Source-available (FSL)","Git client with virtual branches: work on several branches at once in one working directory.","Untangle an agent's mixed changes into separate branches.","Multi-task devs","Any stack","Windows / macOS / Linux","Download","Low","🔍 Explore","Has agent integrations for auto-commit.","Many branches, one folder.",""
"317","Jujutsu (jj)","18 · Dev Productivity & Terminal (Windows-aware)","Git","CLI tool","https://github.com/jj-vcs/jj","jj-vcs/jj","31,630","🟢 Active · last commit august 2026","FREE (open source)","Open source (Apache-2.0)","Git-compatible VCS with automatic commits, easy history rewriting and no staging area.","Undo anything; ideal for fast experimental agent work.","VCS nerds","Any stack","Windows / macOS / Linux","winget install jj-vcs.jj","Medium","🔍 Explore","Works on existing git repos.","Git, redesigned.",""
"318","ripgrep + fd + fzf + bat + eza + zoxide","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI bundle","https://github.com/BurntSushi/ripgrep","BurntSushi/ripgrep","68,398","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT/Unlicense)","The modern replacements for grep, find, fuzzy-select, cat, ls and cd.","Search and navigate codebases instantly; agents use rg internally.","Terminal users","Any stack","Windows / macOS / Linux","scoop install ripgrep fd fzf bat eza zoxide","Low","🚀 Add now","fzf + rg = jump to any line in any file in two keystrokes.","6 CLI tools that replace the 1970s.",""
"319","fzf","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI tool","https://github.com/junegunn/fzf","junegunn/fzf","83,090","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","General-purpose fuzzy finder for files, history, processes, git branches.","Ctrl+R history search alone is worth it.","Terminal users","Any stack","Windows / macOS / Linux","scoop install fzf","Low","🚀 Add now","Pipe anything into it.","Fuzzy-find everything.",""
"320","yazi","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","TUI","https://github.com/sxyazi/yazi","sxyazi/yazi","42,251","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Very fast terminal file manager with previews.","Browse and preview files without leaving the terminal.","Keyboard-driven users","Any stack","Windows / macOS / Linux","scoop install yazi","Low","🔍 Explore","Image preview works in Windows Terminal/WezTerm.","A file manager in your terminal.",""
"321","jq","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI tool","https://github.com/jqlang/jq","jqlang/jq","35,617","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Command-line JSON processor.","Slice API responses and n8n exports.","API wranglers","Any stack","Windows / macOS / Linux","winget install jqlang.jq","Low","🚀 Add now","Ask an LLM for the jq filter; verify on sample data.","sed for JSON.",""
"322","tldr","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI tool","https://github.com/tldr-pages/tldr","tldr-pages/tldr","63,745","🟢 Active · last commit today","FREE (open source)","Open source (CC-BY / MIT)","Community cheat-sheets with practical examples for CLI commands.","Examples instead of man pages.","Everyone","Any stack","Windows / macOS / Linux","scoop install tealdeer  →  tldr tar","Low","🔍 Explore","Faster than asking an LLM for common flags.","Man pages for humans.",""
"323","uv","18 · Dev Productivity & Terminal (Windows-aware)","Python tooling","Package manager","https://github.com/astral-sh/uv","astral-sh/uv","89,923","🟢 Active · last commit today","FREE (open source)","Open source (MIT/Apache-2.0)","Extremely fast Python package and project manager; replaces pip, venv, pipx and pyenv.","Python environments in seconds; uvx runs MCP servers and tools without installing.","Every Python user","Any stack","Windows / macOS / Linux","winget install astral-sh.uv","Low","🚀 Add now","uvx <tool> is how most Python MCP servers are launched.","pip is slow. This is 100x faster.",""
"324","Ruff","18 · Dev Productivity & Terminal (Windows-aware)","Python tooling","Linter + formatter","https://github.com/astral-sh/ruff","astral-sh/ruff","49,668","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Rust-based Python linter and formatter replacing flake8, isort and black.","Instant feedback; perfect as a post-edit hook for agents.","Python developers","Any stack","Windows / macOS / Linux","uv tool install ruff","Low","🚀 Add now","Run ruff check --fix in a PostToolUse hook.","Lint 100k lines in a blink.",""
"325","Bun","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Runtime","https://github.com/oven-sh/bun","oven-sh/bun","95,977","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","All-in-one JavaScript runtime, package manager, bundler and test runner.","Much faster installs and scripts; runs TypeScript directly.","JS/TS developers","Any stack","Windows / macOS / Linux","powershell -c ""irm bun.sh/install.ps1 | iex""","Low","🚀 Add now","bun install as a drop-in speeds up any repo.","npm install, but instant.",""
"326","pnpm","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Package manager","https://github.com/pnpm/pnpm","pnpm/pnpm","36,551","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Fast, disk-efficient package manager with strict dependency resolution and workspaces.","Saves gigabytes across many projects; best monorepo support.","Owners of many JS repos","Any stack","Windows / macOS / Linux","npm i -g pnpm","Low","🚀 Add now","Content-addressed store = one copy of each package on disk.","Stop downloading React 40 times.",""
"327","Biome","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Linter + formatter","https://github.com/biomejs/biome","biomejs/biome","25,862","🟢 Active · last commit today","FREE (open source)","Open source (MIT/Apache-2.0)","One fast tool replacing ESLint + Prettier for JS/TS/JSON/CSS.","One config, near-instant runs, agent-friendly.","JS/TS developers","Any stack","Windows / macOS / Linux","npm i -D @biomejs/biome","Low","🚀 Add now","Pairs well with agent hooks because it is so fast.","ESLint + Prettier in one binary.",""
"328","mise","18 · Dev Productivity & Terminal (Windows-aware)","Runtime managers","CLI tool","https://github.com/jdx/mise","jdx/mise","34,039","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Manage versions of Node, Python, Go and more per project, plus env vars and tasks.","One tool instead of nvm + pyenv + direnv + make.","Polyglot developers","Any stack","Windows / macOS / Linux","scoop install mise","Medium","🔍 Explore","Windows support is improving — test on your setup.","One version manager to rule them all.",""
"329","just","18 · Dev Productivity & Terminal (Windows-aware)","Task runners","CLI tool","https://github.com/casey/just","casey/just","35,849","🟢 Active · last commit september 2026","FREE (open source)","Open source (CC0)","A simple command runner — a saner Makefile.","A justfile documents every project command; agents read it and use it.","Every repo","Any stack","Windows / macOS / Linux","winget install Casey.Just","Low","🚀 Add now","List it in CLAUDE.md: 'use just test, just dev'.","Make, without the pain.",""
"330","pre-commit","18 · Dev Productivity & Terminal (Windows-aware)","Git hooks","Framework","https://github.com/pre-commit/pre-commit","pre-commit/pre-commit","15,581","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","Multi-language framework for git pre-commit hooks.","Lint, format and secret-scan before anything enters history.","Every repo","Any stack","Windows / macOS / Linux","uv tool install pre-commit  →  pre-commit install","Low","🚀 Add now","gitleaks + ruff/biome hooks cover 90% of needs.","Quality gates that run themselves.",""
"331","VS Code","18 · Dev Productivity & Terminal (Windows-aware)","Editors","Editor","https://github.com/microsoft/vscode","microsoft/vscode","192,634","🟢 Active · last commit today","FREE (open source)","Open source core (MIT); Microsoft build is free","The default editor, with Remote-SSH, WSL and Dev Containers.","Remote-SSH lets you edit on a VPS as if local.","Most developers","Any stack","Windows / macOS / Linux","winget install Microsoft.VisualStudioCode","Low","✅ In my stack","Remote – WSL extension is essential on Windows.","Still the default for a reason.",""
"332","Neovim + LazyVim","18 · Dev Productivity & Terminal (Windows-aware)","Editors","Editor","https://github.com/neovim/neovim","neovim/neovim","102,387","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0)","Modal, keyboard-driven editor; LazyVim gives a full IDE config out of the box.","Lives in the same terminal as your agents.","Keyboard purists","Any stack","Windows / macOS / Linux","winget install Neovim.Neovim","High","🔍 Explore","Learn vim motions even if you stay in VS Code.","The editor that never leaves the terminal.",""
"333","Bruno","18 · Dev Productivity & Terminal (Windows-aware)","API clients","Desktop app","https://github.com/usebruno/bruno","usebruno/bruno","47,015","🟢 Active · last commit today","FREE (open source)","Open source (MIT) + paid editions","Offline, git-friendly API client that stores collections as plain files.","API collections live in the repo — agents can read and write them.","API developers","Any stack","Windows / macOS / Linux","winget install Bruno.Bruno","Low","🚀 Add now","No cloud account required, unlike Postman.","Postman, minus the cloud.",""
"334","Hoppscotch","18 · Dev Productivity & Terminal (Windows-aware)","API clients","Web app","https://github.com/hoppscotch/hoppscotch","hoppscotch/hoppscotch","80,330","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","Lightweight web-based API client (REST, GraphQL, WebSocket).","Zero-install API testing.","Quick API checks","Any stack","Windows / macOS / Linux","Open hoppscotch.io","Low","🔍 Explore","Self-hostable.","Test an API from a browser tab.",""
"335","HTTPie","18 · Dev Productivity & Terminal (Windows-aware)","API clients","CLI tool","https://github.com/httpie/cli","httpie/cli","38,525","🟠 Quiet · last commit december 2024","FREE (open source)","Open source (BSD-3)","Human-friendly command-line HTTP client.","Readable one-liners instead of curl flags.","Terminal users","Any stack","Windows / macOS / Linux","scoop install httpie","Low","🔍 Explore","http POST url key=value just works.","curl for humans.",""
"336","DBeaver","18 · Dev Productivity & Terminal (Windows-aware)","Database GUIs","Desktop app","https://github.com/dbeaver/dbeaver","dbeaver/dbeaver","51,791","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0) community; paid Pro","Universal database GUI for almost every SQL/NoSQL database.","One tool for Postgres, SQLite, MySQL, ClickHouse...","Multi-database work","Any stack","Windows / macOS / Linux","winget install dbeaver.dbeaver","Low","🔍 Explore","ER diagrams are a nice spec-doc input.","One GUI for every database.",""
"337","Beekeeper Studio","18 · Dev Productivity & Terminal (Windows-aware)","Database GUIs","Desktop app","https://github.com/beekeeper-studio/beekeeper-studio","beekeeper-studio/beekeeper-studio","23,623","🟢 Active · last commit today","FREE (open source)","Open source community edition (GPL-3.0); paid Ultimate","Clean, modern SQL client.","Nicer UX than DBeaver for daily queries.","Daily SQL users","Any stack","Windows / macOS / Linux","winget install beekeeper-studio.beekeeper-studio","Low","🔍 Explore","Community edition covers most needs.","A SQL client that is actually pretty.",""
"338","TablePlus","18 · Dev Productivity & Terminal (Windows-aware)","Database GUIs","Desktop app","https://tableplus.com","","","—","FREEMIUM","Free with limits; paid license","Fast native database client.","Speed and polish.","Daily DB work","Any stack","Windows / macOS / Linux","Download","Low","🔍 Explore","Free tier limits open tabs.","The fastest DB client.",""
"339","ngrok","18 · Dev Productivity & Terminal (Windows-aware)","Tunnels","Service","https://ngrok.com","","","—","FREEMIUM","Free tier; paid plans","Instant public URLs for local servers with request inspection.","Test Telegram/Stripe webhooks against localhost.","Webhook developers","Any stack","Windows / macOS / Linux","winget install ngrok.ngrok  →  ngrok http 3000","Low","🔍 Explore","Cloudflare Tunnel is a free alternative with custom domains.","Webhooks to localhost.",""
"340","Everything (voidtools)","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Utility","https://www.voidtools.com","","","—","FREE (closed source)","Free","Instant filename search for Windows.","Find any file in milliseconds.","Windows users","Any stack","Windows (native)","winget install voidtools.Everything","Low","🚀 Add now","Integrates with Flow Launcher / PowerToys Run.","Windows search, but it works.",""
"341","ShareX","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Utility","https://github.com/ShareX/ShareX","ShareX/ShareX","39,616","🟢 Active · last commit yesterday","FREE (open source)","Open source (GPL-3.0)","Screenshot, screen recording, GIF and OCR tool with workflows.","Annotated bug reports and quick demo GIFs for READMEs.","Windows users","Any stack","Windows (native)","winget install ShareX.ShareX","Low","🚀 Add now","Paste screenshots straight into Claude Code for UI bugs.","The best free screenshot tool on Windows.",""
"342","Wispr Flow","18 · Dev Productivity & Terminal (Windows-aware)","Voice input","Desktop app","https://wisprflow.ai","","","—","FREEMIUM","Free tier; paid Pro","System-wide AI voice dictation that cleans up what you say; supports Windows.","Speaking a spec is 3-4x faster than typing it — ideal for long prompts.","Spec writers, prompt-heavy devs","Any stack","Windows / macOS / iOS","Download","Low","🚀 Add now","Dictate the brain-dump, let grill-me structure it.","I stopped typing my prompts.",""
"343","WakaTime","18 · Dev Productivity & Terminal (Windows-aware)","Time tracking","Service","https://wakatime.com","","","—","FREEMIUM","Free basic; paid history","Automatic coding-time tracking via editor plugins.","Real data on where your hours go per project/client.","Freelancers","Any stack","Windows / macOS / Linux","Install editor plugin","Low","🔍 Explore","Useful evidence for hourly billing.","How many hours did you REALLY code?",""
"344","ActivityWatch","18 · Dev Productivity & Terminal (Windows-aware)","Time tracking","Desktop app","https://github.com/ActivityWatch/activitywatch","ActivityWatch/activitywatch","18,919","🟢 Active · last commit today","FREE (open source)","Open source (MPL-2.0)","Private, local automatic time tracker for apps and browser tabs.","See your real day without sending data anywhere.","Privacy-minded makers","Any stack","Windows / macOS / Linux","Download","Low","🔍 Explore","All data stays on your machine.","Where did your day go? Find out.",""
"345","shadcn/ui","19 · Frontend & UI Building","Component systems","Component library","https://github.com/shadcn-ui/ui","shadcn-ui/ui","124,153","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Beautifully designed components you copy into your codebase and own; a registry format the whole ecosystem adopted.","The UI layer LLMs know best — agents produce their best frontend on it.","React / Next.js developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest init","Low","🚀 Add now","Customise tokens early so you do not ship the default look.","The UI library AI knows best.",""
"346","Tailwind CSS","19 · Frontend & UI Building","Styling","CSS framework","https://github.com/tailwindlabs/tailwindcss","tailwindlabs/tailwindcss","97,593","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Utility-first CSS framework.","Styles live next to markup, which is exactly how agents like to write.","Most web projects","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i tailwindcss @tailwindcss/vite","Low","🚀 Add now","v4 moved config into CSS.","CSS without leaving your HTML.",""
"347","Radix UI Primitives","19 · Frontend & UI Building","Component systems","Component library","https://github.com/radix-ui/primitives","radix-ui/primitives","19,285","🟢 Active · last commit july 2026","FREE (open source)","Open source (MIT)","Unstyled, accessible UI primitives.","Accessibility handled; the base under shadcn/ui.","Design-system builders","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i radix-ui","Medium","🔍 Explore","Dialogs, popovers and menus done right.","Accessibility you do not have to think about.",""
"348","Base UI","19 · Frontend & UI Building","Component systems","Component library","https://github.com/mui/base-ui","mui/base-ui","10,925","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Unstyled React components from the creators of Radix, Floating UI and Material UI.","Actively developed next-generation primitives.","Design-system builders","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i @base-ui-components/react","Medium","🔍 Explore","Worth tracking as the ecosystem shifts toward it.","The next Radix.",""
"349","Magic UI","19 · Frontend & UI Building","Animated components","Component library","https://github.com/magicuidesign/magicui","magicuidesign/magicui","22,317","🟢 Active · last commit last sunday","FREE (open source)","Open source (MIT) + paid Pro templates","Animated components and effects for landing pages, built on shadcn conventions.","Landing-page polish in one CLI command.","Landing pages","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest add @magicui/<component>","Low","🚀 Add now","One or two effects per page. More = template look.","Landing pages that move.",""
"350","Aceternity UI","19 · Frontend & UI Building","Animated components","Component library","https://ui.aceternity.com","","","—","FREEMIUM","Free components; paid Pro","Trendy animated React/Tailwind/Motion components.","The hero effects you see on modern startup sites.","Marketing sites","React / Next.js / Tailwind; agent-friendly","Web / any OS","Copy-paste / shadcn CLI","Low","🔍 Explore","Heavy effects hurt mobile performance — test.","That hero effect? It is from here.",""
"351","21st.dev","19 · Frontend & UI Building","Component marketplaces","Marketplace","https://21st.dev","","","—","FREEMIUM","Free browsing; paid AI generation tiers","Community marketplace of shadcn-style components with an AI generator and MCP.","The npm of UI components.","Frontend developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest add <21st url>","Low","🚀 Add now","Browse first; generate only when nothing fits.","npm for UI components.",""
"352","React Bits","19 · Frontend & UI Building","Animated components","Component library","https://github.com/DavidHDev/react-bits","DavidHDev/react-bits","47,485","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT + Commons Clause)","Large collection of animated, interactive React components: text effects, backgrounds, cursors.","Distinctive micro-interactions.","Creative sites, portfolios","React / Next.js / Tailwind; agent-friendly","Web / any OS","Copy via CLI (see docs)","Low","🔍 Explore","Text animations are great for typographic hero sections.","100+ animated React components.",""
"353","coss ui (formerly Origin UI)","19 · Frontend & UI Building","Component systems","Component library","https://github.com/cosscom/coss","cosscom/coss","10,598","🟢 Active · last commit yesterday","FREE (open source)","Open source — see repo for license terms · GitHub license: AGPL-3.0","Copy-paste shadcn-style component collection, now the design system of Cal.com (coss.com/ui).","Inputs, tables and forms that shadcn lacks.","App dashboards","React / Next.js / Tailwind; agent-friendly","Web / any OS","Copy-paste","Low","🔍 Explore","Origin UI moved into the cosscom/coss monorepo.","400+ free app components.",""
"354","Kibo UI","19 · Frontend & UI Building","Component systems","Component registry","https://github.com/shadcnblocks/kibo","shadcnblocks/kibo","3,938","🟡 Slower · last commit may 2026","FREE (open source)","Open source (MIT)","Composable shadcn registry with complex components: Gantt, Kanban, editor, dropzone.","The hard components you would otherwise build for days.","SaaS dashboards","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx kibo-ui add <component>","Low","🔍 Explore","Great for project-management style UIs.","Kanban board in one command.",""
"355","Tremor","19 · Frontend & UI Building","Dashboards","Component library","https://github.com/tremorlabs/tremor","tremorlabs/tremor","3,618","🟠 Quiet · last commit october 2025","FREE (open source)","Open source (Apache-2.0)","React components for charts and dashboards.","Good-looking analytics UI fast.","Data dashboards","React / Next.js / Tailwind; agent-friendly","Web / any OS","Copy-paste (see docs)","Low","🔍 Explore","Built on Recharts + Tailwind.","Dashboards in minutes.",""
"356","tweakcn","19 · Frontend & UI Building","Theming","Web tool","https://github.com/jnsahaj/tweakcn","jnsahaj/tweakcn","10,383","🟢 Active · last commit september 2026","FREE (open source)","Open source (Apache-2.0)","Visual theme editor for shadcn/ui with live preview and export.","Escape the default shadcn look in ten minutes.","Anyone using shadcn/ui","React / Next.js / Tailwind; agent-friendly","Web / any OS","Open tweakcn.com","Low","🚀 Add now","Export CSS variables, commit, done.","Make shadcn not look like shadcn.",""
"357","Motion","19 · Frontend & UI Building","Animation","Library","https://github.com/motiondivision/motion","motiondivision/motion","33,631","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT) + paid Motion+","Animation library for React, JS and Vue (formerly Framer Motion).","Layout animations and gestures with tiny code.","React developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i motion","Low","🚀 Add now","layout prop = free shared-element transitions.","Animations in one prop.",""
"358","GSAP","19 · Frontend & UI Building","Animation","Library","https://github.com/greensock/GSAP","greensock/GSAP","28,459","🟡 Slower · last commit april 2026","FREE (open source)","Free including former paid plugins (proprietary 'no charge' license)","Professional timeline animation: ScrollTrigger, SplitText, morphing.","The engine behind award-winning scroll sites.","Cinematic / scroll-driven sites","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i gsap","Medium","🚀 Add now","SplitText + ScrollTrigger = typographic reveals.","How Awwwards sites are animated.",""
"359","Lenis","19 · Frontend & UI Building","Animation","Library","https://github.com/darkroomengineering/lenis","darkroomengineering/lenis","15,858","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","Lightweight smooth-scroll library.","That buttery scroll feel on premium sites.","Cinematic sites","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i lenis","Low","🔍 Explore","Combine with GSAP ScrollTrigger.","Why premium sites scroll differently.",""
"360","Three.js + React Three Fiber","19 · Frontend & UI Building","3D","Library","https://github.com/pmndrs/react-three-fiber","pmndrs/react-three-fiber","32,342","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","3D on the web; R3F makes Three.js declarative in React, with drei helpers.","Interactive 3D heroes and product viewers.","Creative developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i three @react-three/fiber @react-three/drei","High","🔍 Explore","Export GLB from Blender, load with useGLTF.","3D websites with React.",""
"361","Rive","19 · Frontend & UI Building","Animation","Tool + runtime","https://rive.app","","","—","FREEMIUM","Free tier; paid plans","Interactive vector animations with state machines, tiny runtime.","Animated icons and mascots that react to input.","App micro-interactions","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i @rive-app/react-canvas","Medium","🔍 Explore","Smaller and more interactive than Lottie.","Animations that respond.",""
"362","Next.js","19 · Frontend & UI Building","Frameworks","Framework","https://github.com/vercel/next.js","vercel/next.js","142,374","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","The React framework: routing, server components, server actions, API routes.","The stack agents have seen the most; biggest ecosystem.","Full-stack web apps","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx create-next-app@latest","Medium","🚀 Add now","Self-hostable via Docker/Coolify — not Vercel-only.","The default full-stack framework.",""
"363","Astro","19 · Frontend & UI Building","Frameworks","Framework","https://github.com/withastro/astro","withastro/astro","62,648","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Content-focused framework shipping zero JS by default.","Fastest marketing sites, blogs and docs.","Content sites, portfolios","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create astro@latest","Low","🔍 Explore","Perfect Lighthouse scores almost by default.","The fastest sites run on this.",""
"364","Vite","19 · Frontend & UI Building","Build tools","Build tool","https://github.com/vitejs/vite","vitejs/vite","82,860","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Instant dev server and build tool.","The base of most modern non-Next frontends.","SPAs, PWAs","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create vite@latest","Low","🚀 Add now","vite-plugin-pwa adds installable PWA support.","Dev server in 300 ms.",""
"365","Hono","19 · Frontend & UI Building","Backend frameworks","Framework","https://github.com/honojs/hono","honojs/hono","32,256","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Tiny, fast web framework for Workers, Bun, Deno and Node.","The natural API framework for Cloudflare Workers.","Edge APIs","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create hono@latest","Low","🚀 Add now","RPC mode gives end-to-end types.","Express for the edge.",""
"366","Drizzle ORM","19 · Frontend & UI Building","Data layer","ORM","https://github.com/drizzle-team/drizzle-orm","drizzle-team/drizzle-orm","35,799","🟢 Active · last commit july 2026","FREE (open source)","Open source (Apache-2.0)","Lightweight TypeScript ORM with SQL-like syntax; works with D1, Postgres, SQLite, Turso.","Type-safe queries on D1 and serverless Postgres.","TS backends","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i drizzle-orm  +  drizzle-kit","Low","🚀 Add now","Schema-as-code makes migrations reviewable.","An ORM that feels like SQL.",""
"367","Zod","19 · Frontend & UI Building","Validation","Library","https://github.com/colinhacks/zod","colinhacks/zod","43,965","🟢 Active · last commit last sunday","FREE (open source)","Open source (MIT)","TypeScript-first schema validation.","The schema language for forms, APIs and LLM structured output.","Every TS project","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i zod","Low","🚀 Add now","One schema: validation + types + LLM output format.","One schema to rule them all.",""
"368","TanStack (Query / Router / Start / Table)","19 · Frontend & UI Building","Frameworks","Library suite","https://github.com/TanStack/query","TanStack/query","50,320","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Headless, type-safe libraries for data fetching, routing, tables and full-stack apps.","TanStack Query removes most hand-written loading/error state.","React developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i @tanstack/react-query","Medium","🔍 Explore","TanStack Start is a rising Next.js alternative.","Delete half your useEffects.",""
