"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"104","OWASP Top 10 for LLM Applications","17 · Security & Code Quality (AI era)","Standards","Guide","https://genai.owasp.org","","","—","FREE (closed source)","Free","The reference list of LLM-app risks: prompt injection, insecure output handling, excessive agency and more.","The checklist for enterprise security questionnaires.","Anyone selling AI to enterprises","Git repos, CI pipelines, LLM apps","Windows / macOS / Linux","Read","Low","🚀 Add now","Map each risk to a mitigation in your proposals.","10 ways your AI app gets hacked.",""
"105","Simon Willison on prompt injection","17 · Security & Code Quality (AI era)","Standards","Blog series","https://simonwillison.net/tags/prompt-injection/","","","—","FREE (closed source)","Free","The definitive running commentary on prompt injection and the 'lethal trifecta'.","Understand why agents with private data + untrusted content + exfiltration ability are dangerous.","Agent builders","Git repos, CI pipelines, LLM apps","Windows / macOS / Linux","Read","Low","🚀 Add now","If all three trifecta legs are present, redesign.","The AI attack nobody has solved.",""
"106","Bitwarden","17 · Security & Code Quality (AI era)","Password management","App","https://github.com/bitwarden/clients","bitwarden/clients","13,799","🟢 Active · last commit today","FREE (open source)","Open source; free plan + cheap premium","Open-source password manager with CLI and self-host option (Vaultwarden).","Unique passwords + 2FA everywhere is step zero of security.","Everyone","Git repos, CI pipelines, LLM apps","Windows / macOS / Linux","Install app / extension","Low","🚀 Add now","Turn on 2FA for GitHub, registrar and cloud first.","Your weakest password is your security.",""
"107","WSL2","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","OS feature","https://github.com/microsoft/WSL","microsoft/WSL","33,722","🟢 Active · last commit today","FREE (open source)","Open source (MIT); built into Windows","A real Linux kernel inside Windows with near-native performance.","Most AI/dev tooling assumes Linux — WSL2 removes the friction.","Every Windows developer","Any stack","Windows (native)","wsl --install","Low","🚀 Add now","Keep repos inside the Linux filesystem (~/code), not /mnt/c — it is dramatically faster.","Windows devs: you are one command from Linux.",""
"108","Windows Terminal","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Terminal","https://github.com/microsoft/terminal","microsoft/terminal","104,919","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Modern tabbed, GPU-accelerated terminal for PowerShell, WSL and cmd.","Panes + profiles for running several agents side by side.","Windows developers","Any stack","Windows (native)","winget install Microsoft.WindowsTerminal","Low","🚀 Add now","Alt+Shift+D splits a pane: agent left, logs right.","The terminal Windows always needed.",""
"109","PowerToys","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Utilities","https://github.com/microsoft/PowerToys","microsoft/PowerToys","138,786","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Power-user utilities: FancyZones, PowerToys Run / Command Palette, Text Extractor, Color Picker, Keyboard Manager.","Window tiling + instant launcher + OCR from screen.","Windows power users","Any stack","Windows (native)","winget install Microsoft.PowerToys","Low","🚀 Add now","Text Extractor (Win+Shift+T) copies text from any image or video.","Windows has cheat codes. This is them.",""
"110","Flow Launcher","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Launcher","https://github.com/Flow-Launcher/Flow.Launcher","Flow-Launcher/Flow.Launcher","15,583","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT)","Fast keystroke launcher with plugins — the Raycast/Alfred of Windows.","Launch, search, calculate and run scripts without touching the mouse.","Windows power users","Any stack","Windows (native)","winget install Flow-Launcher.Flow-Launcher","Low","🚀 Add now","Add the Everything plugin for instant file search.","Raycast for Windows. Free.",""
"111","Scoop","18 · Dev Productivity & Terminal (Windows-aware)","Package managers","Package manager","https://github.com/ScoopInstaller/Scoop","ScoopInstaller/Scoop","24,665","🟠 Quiet · last commit august 2025","FREE (open source)","Open source (Unlicense/MIT)","Command-line installer for Windows dev tools, no admin rights needed.","Install every CLI tool below in one line and script a new machine.","Windows developers","Any stack","Windows (native)","irm get.scoop.sh | iex","Low","🚀 Add now","scoop export > scoopfile.json = your dev environment as code.","brew install, but on Windows.",""
"112","winget","18 · Dev Productivity & Terminal (Windows-aware)","Package managers","Package manager","https://github.com/microsoft/winget-cli","microsoft/winget-cli","26,431","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT); built into Windows","Microsoft's official package manager.","GUI apps and system tools from one command.","Windows users","Any stack","Windows (native)","winget install <package>","Low","🚀 Add now","winget for apps, scoop for CLI tools.","You never need an installer .exe again.",""
"113","lazygit","18 · Dev Productivity & Terminal (Windows-aware)","Git","TUI","https://github.com/jesseduffield/lazygit","jesseduffield/lazygit","82,425","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","Terminal UI for git: stage hunks, interactive rebase, resolve conflicts with keys.","Review what an agent changed, hunk by hunk, in seconds.","Anyone reviewing AI diffs","Any stack","Windows / macOS / Linux","winget install JesseDuffield.lazygit","Low","🚀 Add now","Stage by hunk to split an agent's big change into clean commits.","Git, but you can actually see it.",""
"114","lazydocker","18 · Dev Productivity & Terminal (Windows-aware)","Docker","TUI","https://github.com/jesseduffield/lazydocker","jesseduffield/lazydocker","52,854","🟡 Slower · last commit april 2026","FREE (open source)","Open source (MIT)","Terminal UI for containers, logs, stats and compose.","Logs and restarts without remembering docker flags.","Docker users","Any stack","Windows / macOS / Linux","scoop install lazydocker","Low","🚀 Add now","Run it over SSH on your VPS.","Docker without memorising commands.",""
"115","GitHub CLI","18 · Dev Productivity & Terminal (Windows-aware)","Git","CLI tool","https://github.com/cli/cli","cli/cli","46,309","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","GitHub from the terminal: PRs, issues, releases, Actions, API.","Agents use gh to open PRs and read CI results themselves.","Everyone on GitHub","Any stack","Windows / macOS / Linux","winget install GitHub.cli","Low","🚀 Add now","Claude Code is far more capable once gh is authenticated.","The CLI your AI agent needs most.",""
"116","ripgrep + fd + fzf + bat + eza + zoxide","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI bundle","https://github.com/BurntSushi/ripgrep","BurntSushi/ripgrep","68,398","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT/Unlicense)","The modern replacements for grep, find, fuzzy-select, cat, ls and cd.","Search and navigate codebases instantly; agents use rg internally.","Terminal users","Any stack","Windows / macOS / Linux","scoop install ripgrep fd fzf bat eza zoxide","Low","🚀 Add now","fzf + rg = jump to any line in any file in two keystrokes.","6 CLI tools that replace the 1970s.",""
"117","fzf","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI tool","https://github.com/junegunn/fzf","junegunn/fzf","83,090","🟢 Active · last commit last monday","FREE (open source)","Open source (MIT)","General-purpose fuzzy finder for files, history, processes, git branches.","Ctrl+R history search alone is worth it.","Terminal users","Any stack","Windows / macOS / Linux","scoop install fzf","Low","🚀 Add now","Pipe anything into it.","Fuzzy-find everything.",""
"118","jq","18 · Dev Productivity & Terminal (Windows-aware)","Core CLI tools","CLI tool","https://github.com/jqlang/jq","jqlang/jq","35,617","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Command-line JSON processor.","Slice API responses and n8n exports.","API wranglers","Any stack","Windows / macOS / Linux","winget install jqlang.jq","Low","🚀 Add now","Ask an LLM for the jq filter; verify on sample data.","sed for JSON.",""
"119","uv","18 · Dev Productivity & Terminal (Windows-aware)","Python tooling","Package manager","https://github.com/astral-sh/uv","astral-sh/uv","89,923","🟢 Active · last commit today","FREE (open source)","Open source (MIT/Apache-2.0)","Extremely fast Python package and project manager; replaces pip, venv, pipx and pyenv.","Python environments in seconds; uvx runs MCP servers and tools without installing.","Every Python user","Any stack","Windows / macOS / Linux","winget install astral-sh.uv","Low","🚀 Add now","uvx <tool> is how most Python MCP servers are launched.","pip is slow. This is 100x faster.",""
"120","Ruff","18 · Dev Productivity & Terminal (Windows-aware)","Python tooling","Linter + formatter","https://github.com/astral-sh/ruff","astral-sh/ruff","49,668","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Rust-based Python linter and formatter replacing flake8, isort and black.","Instant feedback; perfect as a post-edit hook for agents.","Python developers","Any stack","Windows / macOS / Linux","uv tool install ruff","Low","🚀 Add now","Run ruff check --fix in a PostToolUse hook.","Lint 100k lines in a blink.",""
"121","Bun","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Runtime","https://github.com/oven-sh/bun","oven-sh/bun","95,977","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","All-in-one JavaScript runtime, package manager, bundler and test runner.","Much faster installs and scripts; runs TypeScript directly.","JS/TS developers","Any stack","Windows / macOS / Linux","powershell -c ""irm bun.sh/install.ps1 | iex""","Low","🚀 Add now","bun install as a drop-in speeds up any repo.","npm install, but instant.",""
"122","pnpm","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Package manager","https://github.com/pnpm/pnpm","pnpm/pnpm","36,551","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Fast, disk-efficient package manager with strict dependency resolution and workspaces.","Saves gigabytes across many projects; best monorepo support.","Owners of many JS repos","Any stack","Windows / macOS / Linux","npm i -g pnpm","Low","🚀 Add now","Content-addressed store = one copy of each package on disk.","Stop downloading React 40 times.",""
"123","Biome","18 · Dev Productivity & Terminal (Windows-aware)","JS tooling","Linter + formatter","https://github.com/biomejs/biome","biomejs/biome","25,862","🟢 Active · last commit today","FREE (open source)","Open source (MIT/Apache-2.0)","One fast tool replacing ESLint + Prettier for JS/TS/JSON/CSS.","One config, near-instant runs, agent-friendly.","JS/TS developers","Any stack","Windows / macOS / Linux","npm i -D @biomejs/biome","Low","🚀 Add now","Pairs well with agent hooks because it is so fast.","ESLint + Prettier in one binary.",""
"124","just","18 · Dev Productivity & Terminal (Windows-aware)","Task runners","CLI tool","https://github.com/casey/just","casey/just","35,849","🟢 Active · last commit september 2026","FREE (open source)","Open source (CC0)","A simple command runner — a saner Makefile.","A justfile documents every project command; agents read it and use it.","Every repo","Any stack","Windows / macOS / Linux","winget install Casey.Just","Low","🚀 Add now","List it in CLAUDE.md: 'use just test, just dev'.","Make, without the pain.",""
"125","pre-commit","18 · Dev Productivity & Terminal (Windows-aware)","Git hooks","Framework","https://github.com/pre-commit/pre-commit","pre-commit/pre-commit","15,581","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","Multi-language framework for git pre-commit hooks.","Lint, format and secret-scan before anything enters history.","Every repo","Any stack","Windows / macOS / Linux","uv tool install pre-commit  →  pre-commit install","Low","🚀 Add now","gitleaks + ruff/biome hooks cover 90% of needs.","Quality gates that run themselves.",""
"126","Bruno","18 · Dev Productivity & Terminal (Windows-aware)","API clients","Desktop app","https://github.com/usebruno/bruno","usebruno/bruno","47,015","🟢 Active · last commit today","FREE (open source)","Open source (MIT) + paid editions","Offline, git-friendly API client that stores collections as plain files.","API collections live in the repo — agents can read and write them.","API developers","Any stack","Windows / macOS / Linux","winget install Bruno.Bruno","Low","🚀 Add now","No cloud account required, unlike Postman.","Postman, minus the cloud.",""
"127","Everything (voidtools)","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Utility","https://www.voidtools.com","","","—","FREE (closed source)","Free","Instant filename search for Windows.","Find any file in milliseconds.","Windows users","Any stack","Windows (native)","winget install voidtools.Everything","Low","🚀 Add now","Integrates with Flow Launcher / PowerToys Run.","Windows search, but it works.",""
"128","ShareX","18 · Dev Productivity & Terminal (Windows-aware)","Windows foundations","Utility","https://github.com/ShareX/ShareX","ShareX/ShareX","39,616","🟢 Active · last commit yesterday","FREE (open source)","Open source (GPL-3.0)","Screenshot, screen recording, GIF and OCR tool with workflows.","Annotated bug reports and quick demo GIFs for READMEs.","Windows users","Any stack","Windows (native)","winget install ShareX.ShareX","Low","🚀 Add now","Paste screenshots straight into Claude Code for UI bugs.","The best free screenshot tool on Windows.",""
"129","Wispr Flow","18 · Dev Productivity & Terminal (Windows-aware)","Voice input","Desktop app","https://wisprflow.ai","","","—","FREEMIUM","Free tier; paid Pro","System-wide AI voice dictation that cleans up what you say; supports Windows.","Speaking a spec is 3-4x faster than typing it — ideal for long prompts.","Spec writers, prompt-heavy devs","Any stack","Windows / macOS / iOS","Download","Low","🚀 Add now","Dictate the brain-dump, let grill-me structure it.","I stopped typing my prompts.",""
"130","shadcn/ui","19 · Frontend & UI Building","Component systems","Component library","https://github.com/shadcn-ui/ui","shadcn-ui/ui","124,153","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Beautifully designed components you copy into your codebase and own; a registry format the whole ecosystem adopted.","The UI layer LLMs know best — agents produce their best frontend on it.","React / Next.js developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest init","Low","🚀 Add now","Customise tokens early so you do not ship the default look.","The UI library AI knows best.",""
"131","Tailwind CSS","19 · Frontend & UI Building","Styling","CSS framework","https://github.com/tailwindlabs/tailwindcss","tailwindlabs/tailwindcss","97,593","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Utility-first CSS framework.","Styles live next to markup, which is exactly how agents like to write.","Most web projects","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i tailwindcss @tailwindcss/vite","Low","🚀 Add now","v4 moved config into CSS.","CSS without leaving your HTML.",""
"132","Magic UI","19 · Frontend & UI Building","Animated components","Component library","https://github.com/magicuidesign/magicui","magicuidesign/magicui","22,317","🟢 Active · last commit last sunday","FREE (open source)","Open source (MIT) + paid Pro templates","Animated components and effects for landing pages, built on shadcn conventions.","Landing-page polish in one CLI command.","Landing pages","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest add @magicui/<component>","Low","🚀 Add now","One or two effects per page. More = template look.","Landing pages that move.",""
"133","21st.dev","19 · Frontend & UI Building","Component marketplaces","Marketplace","https://21st.dev","","","—","FREEMIUM","Free browsing; paid AI generation tiers","Community marketplace of shadcn-style components with an AI generator and MCP.","The npm of UI components.","Frontend developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx shadcn@latest add <21st url>","Low","🚀 Add now","Browse first; generate only when nothing fits.","npm for UI components.",""
"134","tweakcn","19 · Frontend & UI Building","Theming","Web tool","https://github.com/jnsahaj/tweakcn","jnsahaj/tweakcn","10,383","🟢 Active · last commit september 2026","FREE (open source)","Open source (Apache-2.0)","Visual theme editor for shadcn/ui with live preview and export.","Escape the default shadcn look in ten minutes.","Anyone using shadcn/ui","React / Next.js / Tailwind; agent-friendly","Web / any OS","Open tweakcn.com","Low","🚀 Add now","Export CSS variables, commit, done.","Make shadcn not look like shadcn.",""
"135","Motion","19 · Frontend & UI Building","Animation","Library","https://github.com/motiondivision/motion","motiondivision/motion","33,631","🟢 Active · last commit yesterday","FREE (open source)","Open source (MIT) + paid Motion+","Animation library for React, JS and Vue (formerly Framer Motion).","Layout animations and gestures with tiny code.","React developers","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i motion","Low","🚀 Add now","layout prop = free shared-element transitions.","Animations in one prop.",""
"136","GSAP","19 · Frontend & UI Building","Animation","Library","https://github.com/greensock/GSAP","greensock/GSAP","28,459","🟡 Slower · last commit april 2026","FREE (open source)","Free including former paid plugins (proprietary 'no charge' license)","Professional timeline animation: ScrollTrigger, SplitText, morphing.","The engine behind award-winning scroll sites.","Cinematic / scroll-driven sites","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i gsap","Medium","🚀 Add now","SplitText + ScrollTrigger = typographic reveals.","How Awwwards sites are animated.",""
"137","Next.js","19 · Frontend & UI Building","Frameworks","Framework","https://github.com/vercel/next.js","vercel/next.js","142,374","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","The React framework: routing, server components, server actions, API routes.","The stack agents have seen the most; biggest ecosystem.","Full-stack web apps","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx create-next-app@latest","Medium","🚀 Add now","Self-hostable via Docker/Coolify — not Vercel-only.","The default full-stack framework.",""
"138","Vite","19 · Frontend & UI Building","Build tools","Build tool","https://github.com/vitejs/vite","vitejs/vite","82,860","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Instant dev server and build tool.","The base of most modern non-Next frontends.","SPAs, PWAs","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create vite@latest","Low","🚀 Add now","vite-plugin-pwa adds installable PWA support.","Dev server in 300 ms.",""
"139","Hono","19 · Frontend & UI Building","Backend frameworks","Framework","https://github.com/honojs/hono","honojs/hono","32,256","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Tiny, fast web framework for Workers, Bun, Deno and Node.","The natural API framework for Cloudflare Workers.","Edge APIs","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create hono@latest","Low","🚀 Add now","RPC mode gives end-to-end types.","Express for the edge.",""
"140","Drizzle ORM","19 · Frontend & UI Building","Data layer","ORM","https://github.com/drizzle-team/drizzle-orm","drizzle-team/drizzle-orm","35,799","🟢 Active · last commit july 2026","FREE (open source)","Open source (Apache-2.0)","Lightweight TypeScript ORM with SQL-like syntax; works with D1, Postgres, SQLite, Turso.","Type-safe queries on D1 and serverless Postgres.","TS backends","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i drizzle-orm  +  drizzle-kit","Low","🚀 Add now","Schema-as-code makes migrations reviewable.","An ORM that feels like SQL.",""
"141","Zod","19 · Frontend & UI Building","Validation","Library","https://github.com/colinhacks/zod","colinhacks/zod","43,965","🟢 Active · last commit last sunday","FREE (open source)","Open source (MIT)","TypeScript-first schema validation.","The schema language for forms, APIs and LLM structured output.","Every TS project","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm i zod","Low","🚀 Add now","One schema: validation + types + LLM output format.","One schema to rule them all.",""
"142","Expo","19 · Frontend & UI Building","Mobile","Framework","https://github.com/expo/expo","expo/expo","52,308","🟢 Active · last commit today","FREE (open source)","Open source (MIT) + paid EAS build tiers","React Native framework: one codebase for iOS, Android and web, with cloud builds.","Ship iOS apps from Windows using EAS cloud builds.","Web devs going mobile","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx create-expo-app@latest","Medium","🚀 Add now","EAS Build means no Mac needed to build for iOS.","iOS apps from a Windows laptop.",""
"143","FastAPI","19 · Frontend & UI Building","Backend frameworks","Framework","https://github.com/fastapi/fastapi","fastapi/fastapi","102,398","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Modern Python API framework with automatic docs and Pydantic validation.","The default way to put an API around a model or pipeline.","Python / AI backends","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","pip install 'fastapi[standard]'","Low","🚀 Add now","Auto-generated OpenAPI spec doubles as agent documentation.","An API in 10 lines of Python.",""
"144","aiogram","19 · Frontend & UI Building","Telegram bots","Framework","https://github.com/aiogram/aiogram","aiogram/aiogram","5,864","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","Modern async Telegram Bot framework for Python with FSM and middlewares.","The standard for serious Python Telegram bots.","Telegram bot builders","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","pip install aiogram","Low","🚀 Add now","Use FSM for multi-step flows like onboarding.","Telegram bots, the right way.",""
"145","grammY","19 · Frontend & UI Building","Telegram bots","Framework","https://github.com/grammyjs/grammY","grammyjs/grammY","3,746","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","TypeScript Telegram Bot framework that runs on Node, Deno and Cloudflare Workers.","Serverless Telegram bots on Workers for free.","TS bot builders","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","npm i grammy","Low","🚀 Add now","Webhook mode on Workers = zero idle cost.","A Telegram bot that costs $0 to run.",""
"146","Refero Styles","20 · Design Resources & Inspiration","AI-ready design systems","Design resource","https://styles.refero.design","","","—","FREEMIUM","Free to browse; full access with Refero plan","Library of design styles extracted from real products, exportable as DESIGN.md files and via MCP for coding agents.","Hand the agent a real product's visual language instead of adjectives like 'clean and modern'.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Drop the DESIGN.md into the repo and reference it from CLAUDE.md.","Give your AI a real design system.",""
"147","Refero","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://refero.design","","","—","FREEMIUM","Limited free; paid subscription","Searchable library of real web and iOS product screens and flows.","Find how good products solved the exact screen you are building.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Search by flow (onboarding, paywall, empty state), not by brand.","Stop designing from imagination.",""
"148","Mobbin","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://mobbin.com","","","—","FREEMIUM","Limited free; paid subscription","The largest library of real mobile and web app screens, flows and UI elements.","The industry standard for UX research before designing.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Study full flows — the transitions between screens are where UX lives.","How top apps design every screen.",""
"149","Recent (formerly Godly)","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://recent.design","","","—","FREE (closed source)","Free","Curated design-inspiration gallery with motion previews. godly.website now redirects here.","The highest taste bar of any gallery.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Godly rebranded — old bookmarks still redirect. Filter by type: portfolio, SaaS, agency.","The best-designed sites on the internet.",""
"150","Minimal Gallery","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://minimal.gallery","","","—","FREE (closed source)","Free","Hand-picked minimalist websites.","Typography-first references.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Ideal for typographic brands.","Minimalism done right.",""
"151","Cosmos","20 · Design Resources & Inspiration","Moodboards","Design resource","https://www.cosmos.so","","","—","FREEMIUM","Free + paid","Pinterest alternative for creatives with clean, ad-free collections.","Build visual direction for a brand or a reel.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","One cluster per project.","Pinterest for people with taste.",""
"152","Fontshare","20 · Design Resources & Inspiration","Typography","Design resource","https://www.fontshare.com","","","—","FREE (closed source)","Free for commercial use","Free quality fonts from Indian Type Foundry.","Professional typefaces that do not look 'free'.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Satoshi, General Sans, Clash Display are standouts.","Premium fonts. Actually free.",""
"153","Uncut","20 · Design Resources & Inspiration","Typography","Design resource","https://uncut.wtf","","","—","FREE (closed source)","Free (check each license)","Catalogue of free contemporary typefaces.","Distinctive display fonts for posters and carousels.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Check each font's license.","Fonts nobody else is using.",""
"154","Practical Typography","20 · Design Resources & Inspiration","Typography","Design resource","https://practicaltypography.com","","","—","FREE (closed source)","Free online book (pay what you want)","Matthew Butterick's web book on typography.","Ten minutes of rules that fix 90% of bad layouts.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Read 'Typography in ten minutes' first.","Learn typography in 10 minutes.",""
"155","Lucide","20 · Design Resources & Inspiration","Icons","Design resource","https://lucide.dev","lucide-icons/lucide","24,566","🟢 Active · last commit today","FREE (open source)","Open source (ISC)","Clean, consistent open-source icon set (shadcn's default).","The default for most modern React apps.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","npm i lucide-react","The icon set everyone uses.",""
"156","Realtime Colors","20 · Design Resources & Inspiration","Colour","Design resource","https://www.realtimecolors.com","","","—","FREE (closed source)","Free","Preview colour and font choices on a real page layout, live.","See a palette in context, not as swatches.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Export to Tailwind / CSS variables.","Test your palette on a real site.",""
"157","Shots.so","20 · Design Resources & Inspiration","Mockups","Design resource","https://shots.so","","","—","FREEMIUM","Free; paid Pro","Instant device mockups and beautified screenshots.","Make product screenshots post-ready in seconds.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Perfect for build-in-public posts.","Screenshots that look like ads.",""
"158","Laws of UX","20 · Design Resources & Inspiration","UX principles","Design resource","https://lawsofux.com","","","—","FREE (closed source)","Free","The key psychology principles behind good interfaces, beautifully presented.","Vocabulary to justify design decisions — and to prompt agents with.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Quote a law in your spec: 'apply Hick's law to the menu'.","21 laws every app secretly follows.",""
"159","Checklist Design","20 · Design Resources & Inspiration","UX principles","Design resource","https://www.checklist.design","","","—","FREE (closed source)","Free","Best-practice checklists for pages, components and flows.","Paste a checklist into a spec as acceptance criteria.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Login, 404 and pricing checklists are gold.","Did you forget the empty state?",""
"160","Vercel Web Interface Guidelines","20 · Design Resources & Inspiration","UX principles","Design resource","https://vercel.com/design/guidelines","","","—","FREE (closed source)","Free","Vercel's opinionated checklist for building polished web interfaces.","Concrete rules (focus states, loading, hit targets) you can enforce via an agent.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Available as an agent skill too.","The checklist behind Vercel's polish.",""
"161","Component Gallery","20 · Design Resources & Inspiration","Design systems","Design resource","https://component.gallery","","","—","FREE (closed source)","Free","Every UI component as implemented across dozens of real design systems.","See 50 ways to build a date picker before building yours.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Use it to name things correctly in prompts.","Every component. Every design system.",""
"162","Refactoring UI","20 · Design Resources & Inspiration","Books & courses","Book","https://www.refactoringui.com","","","—","PAID","Paid book","Practical UI design tactics for developers, by the Tailwind creators.","The single best design resource for engineers.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Apply one chapter per project.","The design book written for developers.",""
"163","Remotion","21 · Content Creation & AI Creative Tools","Programmatic video","Framework","https://github.com/remotion-dev/remotion","remotion-dev/remotion","59,659","🟢 Active · last commit today","FREE (open source)","Source-available; free for individuals & small companies, paid company license","Make videos programmatically with React: compositions, props, rendering to MP4.","Code-generated reels and animated typographic posts from data or a script — and agents write Remotion well.","Developer-creators","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","npx create-video@latest","Medium","🚀 Add now","One template + a JSON of captions = a whole content series.","I code my Instagram videos.",""
"164","Satori","21 · Content Creation & AI Creative Tools","Programmatic images","Library","https://github.com/vercel/satori","vercel/satori","13,957","🟢 Active · last commit september 2026","FREE (open source)","Open source (MPL-2.0)","Converts HTML/CSS (JSX) to SVG — the engine behind Vercel OG images.","Pixel-perfect typographic carousel slides generated from text.","Code-generated carousels","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","npm i satori @resvg/resvg-js","Medium","🚀 Add now","Supports a flexbox subset only; load fonts explicitly as ArrayBuffers.","My carousels are generated by code.",""
"165","Playwright screenshots (HTML → PNG)","21 · Content Creation & AI Creative Tools","Programmatic images","Technique","https://playwright.dev/docs/screenshots","","","—","FREE (open source)","Open source","Render any HTML/CSS page and screenshot it at exact pixel dimensions.","Full CSS support (grid, variable fonts, blend modes) for slide rendering when Satori is too limited.","Carousel/slide renderers","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","page.setViewportSize({width:1080,height:1350})","Low","🚀 Add now","Set deviceScaleFactor: 2 for crisp text.","A browser is the best design renderer.",""
"166","FFmpeg","21 · Content Creation & AI Creative Tools","Video processing","CLI tool","https://github.com/FFmpeg/FFmpeg","FFmpeg/FFmpeg","64,298","🟢 Active · last commit today","FREE (open source)","Open source (LGPL/GPL)","The universal audio/video converter and processor.","Automate trims, crops, captions burn-in, format conversion.","Any video workflow","Instagram / Reels / YouTube workflows","Windows / macOS / Linux","winget install Gyan.FFmpeg","Medium","🚀 Add now","Ask an LLM for the command; test on a short clip.","The tool behind every video app.",""
